KEY,en_US,en_GB,de_DE,es_ES,es_MX,fr_CA,fr_FR,lt_LT,nl_NL,pl_PL,pt_BR
1000000002369,Shift Edit,Shift Edit,Schichtbearbeitung,Editar turno,Edición de turnos,Modification de quart,Modification du roulement,Pamainos redagavimas,Bewerk dienst,Edycja zmiany,Editação do turno
1000000002370,Could not edit all requests,Could not edit all requests,Es konnten nicht alle Anfragen bearbeitet werden.,No se pudieron editar todas las solicitudes,No se pudieron editar todas las solicitudes,Impossible de modifier toutes les demandes,Impossible de modifier toutes les demandes,Nepavyko redaguoti visų prašymų,Kan niet alle aanvragen bewerken,Nie można edytować wszystkich wniosków,Não foi possível editar todas as solicitações
1000000002371,Could not delete all selected requests,Could not delete all selected requests,Nicht alle ausgewählten Anfragen konnten gelöscht werden,No se pudieron eliminar todas las solicitudes seleccionadas,No se pudieron eliminar todas las solicitudes seleccionadas,Impossible de supprimer toutes les demandes sélectionnées,Impossible de supprimer toutes les demandes sélectionnées,Nepavyko ištrinti visų pasirinktų prašymų,Kan niet alle geselecteerde aanvragen verwijderen,Nie można usunąć wszystkich wybranych wniosków,Não foi possível excluir todas as solicitações selecionadas
1000000002372,Language Changed,Language Changed,Sprache geändert,Idioma cambiado,Se cambió el idioma,Langue modifiée,Langue modifiée,Kalba pakeista,Taal gewijzigd,Język zmieniony,Idioma alterado
1000000002373,The application language has been changed,The application language has been changed,Die Anwendungssprache wurde geändert,Se ha cambiado el idioma de la aplicación.,Se cambió el idioma de la aplicación,La langue de l’application a été modifiée,La langue de l'application a été modifiée,Programos kalba buvo pakeista,De toepassingstaal is gewijzigd,Język aplikacji został zmieniony,O idioma do aplicativo foi alterado
1000000002374,Register for Touch/Face ID,Register for Touch/Face ID,Für Touch-/Face-ID registrieren,Registrarse para Touch/Face ID,Registrarse para Touch/Face ID,S’inscrire à Touch/Face ID,S'inscrire à Touch ID/Face ID,Registruotis „Touch ID“ arba „Face ID“,Registreer voor aanraak-/gezichts-ID,Rejestracja w funkcji identyfikacji odcisku palca / twarzy,Registre-se para o Touch/Face ID
1000000002375,Invalid credentials. Please try again.,Invalid credentials. Please try again.,Ungültige Anmeldeinformationen. Bitte versuchen Sie es erneut.,Credenciales no válidas. Inténtelo de nuevo.,Credenciales no válidas. Vuelva a intentarlo.,Identifiants non valides. Veuillez réessayer.,Informations d'identification non valides. Veuillez réessayer.,Neteisingi kredencialai. Bandykite dar kartą.,Ongeldige referenties. Probeer het opnieuw.,Nieprawidłowe poświadczenia. Spróbuj ponownie.,Credenciais inválidas. Tente novamente.
1000000002376,Enable Face ID Authentication,Enable Face ID Authentication,Face-ID-Authentifizierung aktivieren,Activar autenticación de Face ID,Activar autenticación de Face ID,Activer l’authentification Face ID,Activer l'authentification avec Face ID,Įjungti „Face ID“ tapatybės patvirtinimą,Schakel verificatie via gezichts-ID in,Włącz uwierzytelnianie za pomocą identyfikacji twarzy,Habilitar autenticação por Face ID
1000000002377,Use Face ID,Use Face ID,Gesichts-ID verwenden,Usar Face ID,Utilizar Face ID,Utiliser Face ID,Utiliser Face ID,Naudoti „Face ID“,Gebruik gezichts-ID,Użyj funkcji identyfikacji twarzy,Usar Face ID
1000000002378,Enable Touch ID Authentication,Enable Touch ID Authentication,Touch-ID-Authentifizierung aktivieren,Activar autenticación de Touch ID,Activar autenticación Touch ID,Activer l’authentification Touch ID,Activer l'authentification avec Touch ID,Įjungti „Touch ID“ tapatybės patvirtinimą,Schakel verificatie via aanraak-ID in,Włącz uwierzytelnianie identyfikacji odcisku palca,Ativar autenticação por Touch ID
1000000002379,Use Touch ID,Use Touch ID,Touch-ID verwenden,Usar Touch ID,Utilizar Touch ID,Utiliser Touch ID,Utiliser Touch ID,Naudoti „Touch ID“,Gebruik aanraak-ID,Użyj identyfikacji odcisku palca,Usar Touch ID
1000000002380,This device does not support Touch/Face ID authentication,This device does not support Touch/Face ID authentication,Dieses Zeiterfassungsgerät unterstützt keine Touch-/Face-ID-Authentifizierung,Este dispositivo no es compatible con la autenticación de Touch/Face ID,Este dispositivo no es compatible con la autenticación Touch/Face ID,Cet appareil ne prend pas en charge l’authentification Touch/Face ID,Cet appareil ne prend pas en charge l'authentification avec Touch ID/Face ID,Šis įrenginys nepalaiko tapatybės patvirtinimo naudojant „Touch ID“ arba „Face ID“,Dit apparaat ondersteunt geen Touch / Face ID-verificatie,To urządzenie nie obsługuje uwierzytelniania za pomocą identyfikacji odcisku palca / twarzy,Este dispositivo não suporta autenticação por Touch/Face ID
1000000002381,Touch/Face ID Unavailable,Touch/Face ID Unavailable,Touch-/Face-ID nicht verfügbar,Touch/Face ID no disponible,Touch/Face ID no disponible,Touch/Face ID non disponible,Touch ID/Face ID non disponible,„Touch ID“ arba „Face ID“ neveikia,Verificatie via aanraak-/gezichts-ID niet beschikbaar,Funkcja identyfikacji odcisku palca / twarzy niedostępna,Touch/Face ID indisponível
1000000002382,Use Touch/Face ID to login,Use Touch/Face ID to login,"Verwenden Sie Touch-/Face-ID, um sich anzumelden.",Usar Touch/Face ID para iniciar sesión,Utilizar Touch/Face ID para iniciar sesión,Utiliser Touch/Face ID pour ouvrir une session,Utiliser Touch ID/Face ID pour se connecter,Prisijunkite naudodami „Touch ID“ arba „Face ID“,Gebruik aanraak-/gezichts-ID om aan te melden,Użyj funkcji identyfikacji odcisku palca / twarzy do logowania,Use Touch/Face ID para fazer login
1000000002383,Touch/Face ID Authentication,Touch/Face ID Authentication,Touch-/Face-ID-Authentifizierung,Autenticación de Touch/Face ID,Autenticación de Touch/Face ID,Authentification Touch/Face ID,Authentification avec Touch ID/Face ID,Tapatybės patvirtinimas naudojant „Touch ID“ arba „Face ID“,Verificatie via aanraak-/gezichts-ID,Uwierzytelnianie za pomocą identyfikacji odcisku palca / twarzy,Autenticação por Touch/Face ID
1000000002384,Touch/Face ID Authentication Failed,Touch/Face ID Authentication Failed,Touch-/Face-ID-Authentifizierung fehlgeschlagen,Error de autenticación de Touch/Face ID,Falló la autenticación de Touch/Face ID,Échec de l’authentification Touch/Face ID,Échec de l'authentification avec Touch ID/Face ID,Nepavyko patvirtinti tapatybės naudojant „Touch ID“ arba „Face ID“,Verificatie via aanraak-/gezichts-ID mislukt,Nieudana próba uwierzytelnienia za pomocą identyfikacji odcisku palca / twarzy,Falha na autenticação por Touch/Face ID
1000000002385,Reset Stored Credentials,Reset Stored Credentials,Gespeicherte Anmeldeinformationen zurücksetzen,Restablecer credenciales almacenadas,Restablecer credenciales almacenadas,Réinitialiser les identifiants stockés,Réinitialiser les informations d'identification stockées,Atkurti išsaugotus kredencialus,Stel opgeslagen aanmeldgegevens opnieuw in,Resetowanie zapisanych danych uwierzytelniających,Redefinir credenciais armazenadas
1000000002386,Reset stored credentials for Touch/Face ID login?,Reset stored credentials for Touch/Face ID login?,Gespeicherte Anmeldeinformationen für die Anmeldung mithilfe von Touch-/Face-ID zurücksetzen?,¿Confirma que desea restablecer las credenciales almacenadas para inicio de sesión con Touch/Face ID?,¿Desea restablecer credenciales almacenadas para iniciar sesión con Touch/Face ID?,Réinitialiser les identifiants enregistrés pour l’ouverture de session Touch/Face ID?,Réinitialiser les informations d'identification stockées pour la connexion avec Touch ID/Face ID ?,Iš naujo nustatyti išsaugotus „Touch ID“ arba „Face ID“ prisijungimo duomenis?,Opgeslagen gegevens resetten voor aanmelding via aanraak-/gezichts-ID?,Zresetować zapisane dane uwierzytelniające do logowania za pomocą identyfikacji odcisku palca / twarzy?,Redefinir credenciais armazenadas para login com Touch/Face ID?
1000000002387,Unable to send email,Unable to send email,E-Mail kann nicht gesendet werden,No se puede enviar correo electrónico,No se puede enviar el correo electrónico,Impossible d’envoyer le courriel,Impossible d'envoyer un e-mail,Nepavyko išsiųsti el. laiško,Kan e-mail niet verzenden,Nie można wysłać e-maila,Não é possível enviar o e-mail
1000000002388,No email account has been setup on the device,No email account has been setup on the device,Auf dem Gerät wurde kein E-Mail-Konto eingerichtet.,No se ha configurado ninguna cuenta de correo electrónico en el dispositivo,No se ha configurado ninguna cuenta de correo electrónico en el dispositivo,Aucun compte de courriel n’a été configuré sur l’appareil,Aucun compte de messagerie n'a été configuré sur l'appareil,Įrenginyje nenustatya el. pašto paskyra,Er is geen e-mailaccount ingesteld op het apparaat,W urządzeniu nie skonfigurowano żadnego konta e-mail,Nenhuma conta de e-mail foi configurada no aparelho
1000000002389,Remove,Remove,Entfernen,Quitar,Quitar,Retirer,Supprimer,Šalinti,Verwijder,Usuń,Remover
1000000002390,Adjustments,Adjustments,Anpassungen,Ajustes,Ajustes,Ajustements,Ajustements,Koregavimai,Aanpassingen,Korekty,Ajustes
1000000002391,Prior Week Adjustments,Prior Week Adjustments,Anpassungen der Vorwoche,Ajustes semanales anteriores,Ajustes de la semana anterior,Ajustements de la semaine précédente,Ajustements de la semaine précédente,Ankstesnės savaitės koregavimai,Aanpassingen voorgaande week,Korekty z poprzedniego tygodnia,Ajustes da semana anterior
1000000002392,Current Week Adjustments,Current Week Adjustments,Anpassungen der laufenden Woche,Ajustes de la semana actual,Ajustes de la semana actual,Ajustements de la semaine en cours,Ajustements de la semaine en cours,Dabartinės savaitės koregavimai,Aanpassingen huidige week,Korekty z bieżącego tygodnia,Ajustes da semana atual
1000000002393,Could not fetch task details,Could not fetch task details,Aufgabendetails konnten nicht abgerufen werden,No se pudieron recuperar los detalles de la tarea,No se pudieron obtener los detalles de la tarea,Impossible de récupérer les détails de la tâche,Impossible de récupérer les détails de la tâche,Nepavyko gauti užduoties duomenų,Kan taakdetails niet ophalen,Nie można pobrać szczegółów zadania,Não foi possível buscar detalhes da tarefa
1000000002394,Not,Not,Nicht,No,No,Pas,Ne pas,Ne,Niet,Nie,Não
1000000002395,Non working day,Non working day,Arbeitsfreier Tag,Día no laborable,Día no laborable,Jour non travaillé,Jour de repos,Ne darbo diena,Niet-werkdag,Dzień wolny od pracy,Dia não útil
1000000002396,Server Connection Failed,Server Connection Failed,Serververbindung fehlgeschlagen,Error en la conexión del servidor,Error de conexión del servidor,Échec de la connexion au serveur,Échec de la connexion au serveur,Nepavyko užmegzti ryšio su serveriu,Serververbinding mislukt,Nieudane połączenie z serwerem,Falha na conexão do servidor
1000000002397,Merge Shift,Merge Shift,Schicht zusammenführen,Combinar cambio,Combinar turno,Fusionner le quart,Fusionner le roulement,Sujungti pamainą,Voeg dienst samen,Scal zmiany,Mesclar turno
1000000002398,Selected date is outside allowed range,Selected date is outside allowed range,Das ausgewählte Datum liegt außerhalb des zulässigen Bereichs.,La fecha seleccionada queda fuera del rango permitido,La fecha seleccionada está fuera del rango permitido,La date sélectionnée se situe en dehors de la plage autorisée,La date sélectionnée est en dehors de la plage autorisée,Pasirinkta data nepatenka į leistiną intervalą,Geselecteerde datum valt buiten toegestane bereik,Wybrana data jest poza dozwolonym zakresem,A data selecionada está fora do intervalo permitido
1000000002399,Forecast updated successfully,Forecast updated successfully,Prognose erfolgreich aktualisiert,Previsión actualizada correctamente,La previsión se actualizó correctamente,Prévision mise à jour avec succès,Prévisions mises à jour avec succès,Prognozė sėkmingai atnaujinta,Prognose bijgewerkt,Zaktualizowano prognozę,Previsão atualizada com êxito
1000000002400,Could not update forecast,Could not update forecast,Prognose konnte nicht aktualisiert werden,No se pudo actualizar la previsión,No se pudo actualizar el pronóstico.,Impossible de mettre à jour la prévision,Impossible de mettre à jour les prévisions,Nepavyko atnaujinti prognozės,Kan prognose niet updaten,Nie można zaktualizować prognozy,Não foi possível atualizar a previsão
1000000002401,Forecast operation was not successful,Forecast operation was not successful,Der Prognosevorgang war nicht erfolgreich.,La operación de previsión no se completó correctamente,La operación de pronóstico no se realizó correctamente.,Opération de prévision non réussie,L'opération de prévision a échoué,Prognozavimo operacija nebuvo sėkminga,De prognosebewerking is mislukt,Operacja prognozowania nie powiodła się,A operação de previsão não foi bem-sucedida
1000000002402,Activity Based View,Activity Based View,Aktivitätsbasierte Ansicht,Vista basada en actividades,Vista basada en actividades,Affichage basé sur l’activité,Vue basée sur l'activité,Veiklos rodinys,Weergave op basis van activiteiten,Widok na podstawie aktywności,Visualização baseada em atividade
1000000002403,Workload data not present for this week,Workload data not present for this week,Arbeitsprognosedaten für diese Woche nicht vorhanden,Datos de carga de trabajo no presentes para esta semana,No hay datos de la carga de trabajo de esta semana.,Aucune donnée de charge de travail pour cette semaine,Données sur la charge de travail non disponibles pour cette semaine,Šios savaitės darbo krūvio duomenų nėra,Arbeidsbehoeftegegevens zijn niet aanwezig voor deze week,Dane dotyczące obciążenia pracą nie są dostępne dla tego tygodnia,Os dados da carga de trabalho não estão presentes nesta semana
1000000002404,Could not fetch responders list,Could not fetch responders list,Antwortendenliste konnte nicht abgerufen werden,No se pudo recuperar la lista de respondedores,No se pudo obtener la lista de encuestados.,Impossible de récupérer la liste des répondants,Impossible de récupérer la liste des répondants,Nepavyko gauti atsakiusiųjų sąrašo,Kan lijst met reageerders niet ophalen,Nie można pobrać listy osób odpowiadających,Não foi possível buscar a lista de respondentes
1000000002405,Could not fetch data from the server. Please try again.,Could not fetch data from the server. Please try again.,Daten konnten nicht vom Server abgerufen werden. Bitte versuchen Sie es erneut.,No se han podido recuperar los datos del servidor. Inténtelo de nuevo.,No se pudieron obtener los datos del servidor. Vuelva a intentarlo.,Impossible de récupérer les données du serveur. Veuillez réessayer.,Impossible de récupérer les données depuis le serveur. Veuillez réessayer.,Nepavyko gauti duomenų iš serverio. Bandykite dar kartą.,Kan gegevens niet ophalen van server. Probeer het opnieuw.,Nie można pobrać danych z serwera. Spróbuj ponownie.,Não foi possível buscar dados do servidor. Tente novamente.
1000000002406,Associate Engagement Diary,Associate Engagement Diary,Beschäftigungstagebuch des Angestellten,Diario de compromiso del asociado,Diario de participación del asociado,Journal de l’engagement des employés,Journal d'engagement de collaborateur,Bendradarbių įsitraukimo dienoraštis,Agenda afspraken medewerker,Dziennik zaangażowania pracownika,Diário de engajamento dos associados
1000000002407,Appointments,Appointments,Termine,Citas,Citas,Rendez-vous,Rendez-vous,Paskyrimai,Afspraken,Spotkania,Compromissos
1000000002408,Available Next:,Available Next:,Nächste Verfügbarkeit:,Disponible siguiente:,Siguiente elemento disponible:,Disponible ensuite :,Prochaine disponibilité :,Kita laisva:,Beschikbaar volgende:,Dostępne w następnej kolejności:,Disponível em seguida:
1000000002409,Find Availability and Book,Find Availability and Book,Verfügbarkeit finden und buchen,Buscar disponibilidad y reservar,Buscar disponibilidad y agendar,Trouver la disponibilité et réserver,Trouver une disponibilité et réserver,Ieškoti laisvų vietų ir rezervuoti,Zoek beschikbaarheid en boek,Znajdź dostępność i zarezerwuj,Encontre disponibilidade e reserve
1000000002410,Calendar,Calendar,Kalender,Calendario,Calendario,Calendrier,Calendrier,Kalendorius,Kalender,Kalendarz,Calendário
1000000002411,Service,Service,Service,Servicio,Servicio,Service,Service,Paslauga,Service,Usługa serwisowa,Serviço
1000000002412,Preferred Time,Preferred Time,Bevorzugte Zeit,Hora preferida,Hora preferida,Heure préférée,Heure préférée,Pageidaujamas laikas,Voorkeurtijd,Preferowany czas,Hora preferida
1000000002413,Promo Code,Promo Code,Angebotscode,Código promocional,Código promocional,Code promotionnel,Code promo,Akcijos kodas,Promotiecode,Kod promocyjny,Código promocional
1000000002414,Customer Information,Customer Information,Kundeninformation,Información al cliente,Información del cliente,Renseignements sur le client,Informations client,Informacija klientams,Klantinformatie,Informacje o kliencie,Informações do cliente
1000000002415,Next Available,Next Available,Nächste verfügbare,Siguiente disponible,Siguiente disponible,Prochain disponible,Prochain créneau disponible,Kitas galimas,Volgende beschikbare,Następna dostępna,Próximo disponível
1000000002416,Other Available Times,Other Available Times,Andere verfügbare Zeiten,Otros horarios disponibles,Otros horarios disponibles,Autres heures disponibles,Autres heures disponibles,Kiti galimi laikai,Andere beschikbare tijden,Pozostałe dostępne godziny,Outros horários disponíveis
1000000002417,Book Now,Book Now,Jetzt buchen,Reservar ahora,Agendar ahora,Réserver maintenant,Réserver maintenant,Rezervuoti dabar,Boek nu,Zarezerwuj teraz,Reservar agora
1000000002418,Results,Results,Ergebnisse,Resultados,Resultados,Résultats,Résultats,Rezultatai,Resultaten,Wyniki,Resultados
1000000002419,Save as New Filter,Save as New Filter,Als neuen Filter speichern,Guardar como filtro nuevo,Guardar como nuevo filtro,Enregistrer comme nouveau filtre,Enregistrer en tant que nouveau filtre,Išsaugoti kaip naują filtrą,Sla op als nieuw filter,Zapisz jako nowy filtr,Salvar como novo filtro
1000000002420,Book Appointment,Book Appointment,Einen Termin buchen,Reservar cita,Reservar una cita,Fixer un rendez-vous,Prendre rendez-vous,Rezervuoti paskyrimą,Boek afspraak,Zarezerwuj termin spotkania,Agendar compromisso
1000000002421,Save as New Sort Preference,Save as New Sort Preference,Als neue Sortiereinstellungen speichern,Guardar como nueva preferencia de clasificación,Guardar como nueva preferencia de clasificación,Enregistrer comme nouvelle préférence de tri,Enregistrer en tant que nouvelle préférence de tri,Išsaugoti kaip naują rūšiavimo nuostatą,Sla op als nieuwe sorteervoorkeur,Zapisz jako nową preferencję sortowania,Salvar como nova preferência de classificação
1000000002422,Forecast for week starting,Forecast for week starting,Prognose für die Woche ab,Previsión para la semana que comienza,Pronóstico para el inicio de la semana,Prévisions pour la semaine à partir du,Prévisions pour la semaine du début,Savaitės pradžios prognozė,Prognose voor het begin van de week,Prognoza na tydzień rozpoczynający się,Previsão para a semana que se inicia
1000000002423,Navigation Menu,Navigation Menu,Navigationsmenü,Menú de navegación,Menú de navegación,Menu de navigation,Menu de navigation,Naršymo meniu,Navigatie menu,Menu nawigacji,Menu de navegação
1000000002424,Next date,Next date,Nächstes Datum,Próxima fecha,Próxima fecha,Date suivante,Prochaine date,Kita data,Volgende datum,Następna data,Próxima data
1000000002425,Previous date,Previous date,Vorheriges Datum,Fecha anterior,Fecha anterior,Date précédente,Date précédente,Ankstesnė data,Vorige datum,Poprzednia data,Data anterior
1000000002426,'s profile,'s profile,Profil von,perfil de,perfil de,Profil de,Profil de,profilis,'s profiel,Profil użytkownika,perfil do
1000000002427,Edit shift,Edit shift,Schicht bearbeiten,Edite turno,Editar turno,Modifier le quart,Modifier le roulement,Redaguoti pamainą,Bewerk dienst,Edytuj zmianę,Editar turno
1000000002428,Switch view to pending requests,Switch view to pending requests,Wechseln Sie die Ansicht zu ausstehenden Anfragen,Cambie la vista a solicitudes pendientes,Cambiar la vista a las solicitudes pendientes,Passer à l’affichage des demandes en attente,Passer à la vue des demandes en attente,Perjungti rodinį į laukiančius prašymus,Schakel weergave naar aanvragen in behandeling,Przełącz widok na wniosków oczekujących,Alternar visualização para solicitações pendentes
1000000002429,Switch view to requests,Switch view to requests,Wechseln Sie die Ansicht zu Anfragen,Cambie vista a solicitudes,Cambiar la vista a las solicitudes,Changer de vue pour afficher les demandes.,Passer à la vue des demandes,Perjungti rodinį į prašymus,Schakel weergave naar aanvragen,Przełącz widok na wnioski,Alternar visualização para solicitações
1000000002430,Cancel Search,Cancel Search,Suche abbrechen,Cancelar la búsqueda,Cancelar la búsqueda,Annuler la recherche,Annuler la recherche,Atšaukti paiešką,Annuleer zoekopdracht,Anuluj wyszukiwanie,Cancelar pesquisa
1000000002431,Select name,Select name,Namen auswählen,Seleccione nombre,Seleccionar nombre,Sélectionner le nom,Sélectionner un nom,Pasirinkite vardą,Selecteer naam,Wybierz nazwę,Selecione um nome
1000000002432,Select status,Select status,Status auswählen,Seleccione estado,Seleccionar estado,Sélectionner l’état,Sélectionner le statut,Pasirinkite būseną,Selecteer status,Wybierz stan,selecionar status
1000000002433,On call Availability,On call Availability,Bereitschaftsverfügbarkeit,Disponibilidad de guardia,Disponibilidad de servicio,Disponibilité sur appel,Disponibilité de garde,Budėjimo pamainos užimtumas,Oproepbeschikbaarheid,Dostępność na wezwanie,Disponibilidade para plantão
1000000002434,Select end time,Select end time,Endzeit auswählen,Seleccione hora de finalización,Seleccionar hora de finalización,Sélectionner l’heure de fin,Sélectionner l'heure de fin,Pasirinkite pabaigos laiką,Selecteer eindtijd,Wybierz czas zakończenia,Selecionar hora de término
1000000002435,Select start time,Select start time,Startzeit auswählen,Seleccione tiempo de inicio,Seleccionar hora de inicio,Sélectionner l’heure de début,Sélectionner une heure de début,Pasirinkite pradžios laiką,Selecteer begintijd,Wybierz czas rozpoczęcia,Selecionar hora de início
1000000002436,Add availability hours row,Add availability hours row,"Zeile ""Verfügbarkeitsstunden"" hinzufügen",Añada fila de horas de disponibilidad,Agregar fila de horas de disponibilidad,Ajouter la ligne des heures de disponibilité,Ajouter une ligne d'heures de disponibilité,Pridėti užimtumo valandų eilutę,Voeg rij beschikbaarheidsuren toe,Dodaj wiersz godzin dostępności,Adicione a linha de horas de disponibilidade
1000000002437,Remove availability hours row,Remove availability hours row,"Zeile ""Verfügbarkeitsstunden"" entfernen",Elimine la fila de horas de disponibilidad,Eliminar la fila de horas de disponibilidad,Supprimer la ligne des heures de disponibilité,Supprimer la ligne d'heures de disponibilité,Pašalinti užimtumo valandų eilutę,Verwijder rij beschikbaarheidsuren,Usuń wiersz godzin dostępności,Remova a linha de horas de disponibilidade
1000000002438,Select balance as of,Select balance as of,"""Saldo ab"" auswählen",Seleccione saldo a partir de,Seleccionar saldo a partir de,Sélectionner le solde en date du,Sélectionner le solde au,Pasirinkite likutį nuo,Selecteer saldo vanaf,Wybierz saldo na dzień,Selecione o saldo a partir de
1000000002439,Select Start Date,Select Start Date,Startdatum wählen,Seleccionar fecha de inicio,Seleccionar fecha de inicio,Sélectionner la date de début,Sélectionner la date de début,Pasirinkite pradžios datą,Selecteer begindatum,Wybierz datę rozpoczęcia,Selecionar data de início
1000000002440,Select End Date,Select End Date,Enddatum wählen,Seleccionar fecha de finalización,Seleccionar fecha de finalización,Sélectionner la date de fin,Sélectionner la date de fin,Pasirinkite pabaigos datą,Selecteer einddatum,Wybierz datę zakończenia,Selecionar data de término
1000000002441,Enter Requester's Note,Enter Requester's Note,Anmerkung des Antragstellers eingeben,Introducir la nota del solicitante,Ingresar notas del solicitante,Entrer la remarque du demandeur,Entrer la note du demandeur,Įvesti prašytojo pastabą,Voer opmerking van aanvrager in,Wprowadź uwagę osoby zatwierdzającej,Insira a nota do solicitante
1000000002442,Enter Managers Note,Enter Managers Note,Anmerkungen des Vorgesetzten eingeben,Introduzca nota de responsables,Ingresar nota del gerente,Entrer la remarque du gestionnaire,Entrer la note du gestionnaire,Įveskite vadovų pastabą,Voer opmerking van manager in,Wprowadź uwagę kierownika,Insira a observação dos gerentes
1000000002443,Select date,Select date,Datum auswählen,Seleccione fecha,Seleccionar fecha,Sélectionner la date,Sélectionner une date,Pasirinkti datą,Selecteer datum,Wybierz datę,Selecionar data
1000000002444,Alternate Work Location,Alternate Work Location,Alternativer Arbeitsstandort,Ubicación de trabajo alternativa,Ubicación de trabajo alternativa,Autre lieu de travail,Lieu de travail secondaire,Pakaitinė darbo vieta,Alternatieve werklocatie,Alternatywne miejsce pracy,Local de trabalho alternativo
1000000002445,Withdrawn,Withdrawn,Zurückgezogen,Retirado,Retirado,Retiré,Retiré,Anuliuota,Ingetrokken,Wycofane,Removido
1000000002446,Update all,Update all,Alle aktualisieren,Actualizar todo,Actualizar todo,Tout mettre à jour,Tout mettre à jour,Atnaujinti viską,Werk alles bij,Aktualizuj wszystko,Atualizar tudo
1000000002447,Delete all,Delete all,Alle löschen,Eliminar todo,Eliminar todo,Supprimer tout,Supprimer tout,Ištrinti viską,Verwijder alles,Usuń wszystko,Excluir tudo
1000000002448,selected,selected,ausgewählt,seleccionado,seleccionado,sélectionné,sélectionné,pasirinkta,geselecteerd,wybrane,selecionado
1000000002449,Enter Description,Enter Description,Beschreibung eingeben,Introducir descripción,Ingresar descripción,Entrer une description,Entrer la description,Įveskite aprašymą,Voer beschrijving in,Wprowadź opis,Inserir descrição
1000000002450,Annual - System,Annual - System,Jährlich – System,Anual - Sistema,Anual: Sistema,Annuel – système,Annuel - Système,Metinė – sistema,Jaarlijks - systeem,Roczne — system,Anual – Sistema
1000000002451,Annual - Adjusted,Annual - Adjusted,Jährlich – Angepasst,Anual - Ajustado,Anual: Ajustado,Annuel – ajusté,Annuel - Ajusté,Metinė – koreguota,Jaarlijks - aangepast,Roczne — skorygowane,Anual – Ajustado
1000000002452,Period - System,Period - System,Zeitraum – System,Periodo - Sistema,Período: Sistema,Période – système,Période - Système,Laikotarpio – sistema,Periode - systeem,Okres — system,Período – Sistema
1000000002453,Period - Adjusted,Period - Adjusted,Zeitraum – Angepasst,Periodo - Ajustado,Período: Ajustado,Période – ajustée,Période - Ajusté,Laikotarpio – koreguota,Periode - aangepast,Okres — skorygowany,Período – Ajustado
1000000002454,STF - System,STF - System,Mitarbeiter – System,Previsión a corto plazo - Sistema,STF: Sistema,STF – système,STF - Système,STF – sistema,STF - systeem,STF — system,STF – Sistema
1000000002455,STF - Adjusted,STF - Adjusted,Mitarbeiter – Angepasst,Previsión a corto plazo - Ajustado,STF: Ajustado,STF – ajusté,STF - Ajusté,STF – pakoreguota,STF - aangepast,STF — skorygowane,STF – Ajustado
1000000002456,MidWk - System,MidWk - System,Mitte der Woche – System,Entre semana - Sistema,Mitad de semana: Sistema,Mi-semaine – système,Milieu de semaine - Système,Savaitės vidurio – sistema,MidWk - systeem,Środek tygodnia — system,Meio de sem. – Sistema
1000000002457,MidWk - Adjusted,MidWk - Adjusted,Mitte der Woche – Angepasst,Entre semana - Ajustado,Mitad de semana: Ajustado,Mi-semaine – ajusté,Milieu de semaine - Ajusté,Savaitės vidurio – koreguota,MidWk - aangepast,Środek tygodnia — skorygowane,Meio de sem. – Ajustado
1000000002458,Actual - TY,Actual - TY,Tatsächlich – Dieses Jahr,Real - TY,Real: TY,Actuel – CA,Réel - TY,Faktinė – šių metų,Werkelijk - DJ,Rzeczywiste — ten rok,Real – TY
1000000002459,Actual - LY,Actual - LY,Tatsächlich – Letztes Jahr,Real - LY,Real: LY,Réel – AD,Réel - LY,Faktinė – praėjusių metų,Werkelijk - VJ,Rzeczywiste — zeszły rok,Real – LY
1000000002460,Accuracy,Accuracy,Richtigkeit,Precisión,Precisión,Précision,Précision,Tikslumas,Nauwkeurigheid,Dokładność,Precisão
1000000002461,As,As,Js,Como,Como,As,Comme,As,Js,Ds,As
1000000002462,Aa,Aa,Aa,Aa,Aa,Aa,Aa,Aa,Ja,Dk,Aa
1000000002463,Ps,Ps,Zs,PD,Sp,Ps,Sp,Ps,Ps,Os,Ps
1000000002464,Pa,Pa,Za,Pa,Pa,Pa,Pa,Pa,Pa,Ok,Pa
1000000002465,Ss,Ss,Ks,Sc,Scp,Ss,Sc,Ss,Ks,Ss,Ss
1000000002466,Sa,Sa,Sa,Sá,Sáb.,Sam,Sa,Šešt.,Za,Sb,Sab
1000000002467,Ms,Ms,Ms,Sm,Sms,Ms,Sm,Ms,Ms,ŚTs,Sra.
1000000002468,Ma,Ma,Ma,Sa,Ams,Ma,Ma,Ma,Ma,ŚTk,Ma
1000000002469,TY,TY,DJ,TY,TY,TY,CA,TY,DJ,Ten rok,TY
1000000002470,LY,LY,LJ,AP,AA,AD,AD,Praėję metai,VJ,ZR,LY
1000000002471,Ac,Ac,Ri,Pr,Ex,Réel,Pr,Ac,Na,Dok,Ac
1000000002472,Appointment Availability,Appointment Availability,Terminverfügbarkeit,Disponibilidad de citas,Disponibilidad para citas,Disponibilité pour rendez-vous,Disponibilité des rendez-vous,Paskyrimo prieinamumas,Afspraakbeschikbaarheid,Dostępność spotkania,Disponibilidade de alocação
1000000002473,Book Appointments,Book Appointments,Termine buchen,Reservar citas,Reservar citas,Fixer des rendez-vous,Prendre des rendez-vous,Rezervuoti paskyrimus,Boek afspraken,Zarezerwuj spotkania,Marcar compromissos
