KEY,en_US,en_GB,de_DE,es_ES,es_MX,fr_CA,fr_FR,lt_LT,nl_NL,pl_PL,pt_BR
timeclock.help.meal,"Record start and end meal times to ensure compliance and timekeeping. To start a Meal break, tap and hold the 'Take meal' button. To end meal break, slide the 'End Meal' slider from left to right.","Record start and end meal times to ensure compliance and timekeeping. To start a Meal break, tap and hold the 'Take meal' button. To end meal break, slide the 'End Meal' slider from left to right.","Erfassen Sie Start- und Endzeiten der Essenspause, um die Einhaltung von Vorschriften und Zeiterfassung sicherzustellen. Um eine Essenspause zu beginnen, tippen und halten Sie die Schaltfläche „Essen“. Zum Beenden der Essenspause schieben Sie den Schieberegler „Ende der Mahlzeit“ von links nach rechts.","Registre las horas de inicio y fin de la comida para garantizar el cumplimiento y el control de las horas trabajadas. Para iniciar una pausa para comer, mantenga pulsado el botón ""Ir a comida"". Para finalizar la pausa para comer, deslice el control deslizante ""Finalizar comida"" de izquierda a derecha.","Registre las horas de inicio y término de la pausa para comer a fin de garantizar el cumplimiento y la puntualidad. Si desea comenzar una pausa para comer, mantenga presionado el botón “Vaya a comer”. Para terminar esta pausa, deslice el control deslizante “Finalizar comida” de izquierda a derecha.","Il est nécessaire de consigner les heures de début et de fin des repas pour assurer la conformité et le contrôle des présences. Pour commencer une pause-repas, appuyez sur le bouton « Début du repas » et maintenez-le enfoncé. Pour mettre fin à la pause-repas, basculez le curseur « Fin du repas » de gauche à droite.","Enregistrez les heures de début et de fin de vos repas pour assurer la conformité et le respect des horaires. Pour commencer une pause repas, appuyez de manière prolongée sur le bouton « Prendre le repas ». Pour terminer la pause repas, faites glisser le curseur « Finir le repas » de gauche à droite.","Įrašykite pietų pradžios ir pabaigos laikus, kad užtikrintumėte atitiktį ir laiko apskaitą. Norėdami pradėti pietų pertrauką, palieskite ir palaikykite mygtuką „Pietauti“. Norėdami baigti pietų pertrauką, slankiklį „Baigti pietus“ paslinkite iš kairės į dešinę.",Registreer de begin- en eindtijd van de maaltijd om naleving en tijdregistratie te garanderen. Tik op de knop 'Maaltijd nemen' en houd deze ingedrukt om een maaltijdpauze te starten. Schuif de schuifregelaar 'Maaltijd beëindigen' van links naar rechts om de maaltijdpauze te beëindigen.,"Rejestruj czas rozpoczęcia i zakończenia posiłku, aby zapewnić zgodność z przepisami i prawidłowe rejestrowanie czasu pracy. Aby rozpocząć przerwę na posiłek, stuknij i przytrzymaj przycisk „Idź na posiłek”. Aby zakończyć przerwę na posiłek, przesuń suwak „Zakończ posiłek” z lewej strony na prawą.","Registre os horários de início e término da refeição para garantir a conformidade e a pontualidade. Para iniciar o intervalo para refeição, toque e mantenha pressionado o botão Fazer refeição. Para encerrar, deslize o controle Encerrar refeição da esquerda para a direita."
timeclock.help.missing_incorrect_punches,"For missed punches or incorrect timestamps on a punch, it's important to know that there is a manager override menu designed to address these issues. This menu is accessible to your manager, who can assist in correcting any discrepancies. Be sure to communicate with your manager to utilize this function effectively.","For missed punches or incorrect timestamps on a punch, it's important to know that there is a manager override menu designed to address these issues. This menu is accessible to your manager, who can assist in correcting any discrepancies. Be sure to communicate with your manager to utilise this function effectively.","Bei versäumten Zeiterfassungen oder falschen Zeitangaben ist es wichtig zu wissen, dass es ein Menü „Überschreiben durch Manager“ gibt, das für die Korrektur solcher Fälle vorgesehen ist. Dieses Menü ist für Ihren Vorgesetzten zugänglich, der Ihnen bei der Behebung von Abweichungen helfen kann. Bitte kommunizieren Sie mit Ihrem Vorgesetzten, um diese Funktion effektiv zu nutzen.","Para registros de horas no realizados o incorrectos, es importante saber que hay un menú ""Anulación de responsable"" diseñado para solucionar estos problemas. Su responsable puede acceder a este menú para ayudarle a corregir cualquier discrepancia. Avise a su responsable para aprovechar esta función de forma efectiva.","En el caso de entradas faltantes o incorrectas en un registro de horas, existe el menú “Anulación del gerente” que permite solucionar estos problemas. Su gerente puede acceder a este menú y ayudarlo a corregir cualquier discrepancia. Asegúrese de comunicarse con su gerente para utilizar esta función eficazmente.","Pour les pointages manquants ou erronés, sachez qu’il existe un menu « Dérogation par le gestionnaire », conçu pour régler ces problèmes. Ce menu est accessible par votre gestionnaire, qui peut vous aider à corriger les écarts. Assurez-vous de communiquer avec votre gestionnaire pour utiliser cette fonction efficacement.","En cas de pointage manqué ou d'horodatage incorrect, il existe un menu « Remplacement par le gestionnaire » qui permet de résoudre ces problèmes. Ce menu est accessible à votre responsable, qui peut vous aider à corriger toute incohérence. Communiquez avec votre responsable pour vous assurer d'utiliser efficacement cette fonction.","Kai įrašai praleisti arba įrašo laiko žymos neteisingos, svarbu žinoti, kad šioms problemoms spręsti yra sukurtas „Vadovo nepaisymų“ meniu. Prieigą prie šio meniu turi jūsų vadovas, galintis padėti ištaisyti tokius neatitikimus. Kreipkitės į savo vadovą, kad galėtumėte efektyviai naudoti šią funkciją.",Bij gemiste ponstijden of onjuiste tijdstempels op een pons is het belangrijk om te weten dat er een menu 'Overschrijving door manager' is om deze problemen op te lossen. Uw manager heeft toegang tot dit menu en kan u helpen om eventuele afwijkingen te corrigeren. Communiceer met uw manager om deze functie effectief te gebruiken.,"W przypadku pominiętych odbić lub nieprawidłowych znaczników czasu na odbiciu, należy pamiętać o menu „Nadpisanie przez kierownika”, które służy do rozwiązywania takich problemów. Menu to jest dostępne dla kierownika, który może pomóc w poprawieniu wszelkich rozbieżności. Należy skontaktować się z kierownikiem, aby skutecznie korzystać z tej funkcji.","Para marcações de ponto perdidas ou marcações de data e hora incorretas, é importante saber que há um menu Substituição do gerente criado para resolver esses problemas. Este menu é acessível ao seu gerente, que pode ajudar a corrigir quaisquer discrepâncias. Comunique-se com o seu gerente para utilizar essa função de forma eficaz."
timeclock.help.missing_punches,"If you have missed punches and need to enter a different function, you will need to contact your manager to override your punch sequence.","If you have missed punches and need to enter a different function, you will need to contact your manager to override your punch sequence.","Wenn Sie Zeiterfassungen vergessen haben und eine andere Funktion eingeben müssen, wenden Sie sich an Ihre Führungskraft, damit sie Ihre Stempelsequenz überschreibt.","Si ha omitido registros de horas y necesita introducir una función diferente, tendrá que ponerse en contacto con su responsable para anular la secuencia de registro de horas.","Si tiene entradas perdidas y necesita introducir una función diferente, tendrá que comunicarse con su gerente para anular la secuencia de registro de horas.","Si vous avez manqué des pointages et devez entrer une fonction différente, contactez votre gestionnaire pour remplacer votre séquence de pointage.","Si vous avez manqué des pointages et que vous devez saisir une autre fonction, vous devrez contacter votre gestionnaire pour remplacer votre séquence de pointages.","Jei esate praleidę pasižymėjimus ir jums reikia įvesti kitą funkciją, turėsite kreiptis į savo vadovą, kad būtų panaikinta jūsų pasižymėjimų seka.","Als u gemiste ponsen hebt en een andere functie moet invoeren, moet u contact opnemen met uw manager om uw ponsvolgorde te overschrijven.",W razie pominięcia odbić i konieczności wprowadzenia innej funkcji należy skontaktować się z kierownikiem w celu nadpisania sekwencji odbić.,"Se você perdeu alguma marcação de ponto e precisa inserir uma função diferente, você precisará entrar em contato com o seu gerente para substituir a sua sequência de marcações."
timeclock.help.switch_stores,"In case if you find yourself in a vicinity of multiple stores/sites, you have the option to switch between them. To do this, simply click on 'Switch Stores' and choose the appropriate location for your needs.","In case if you find yourself in a vicinity of multiple stores/sites, you have the option to switch between them. To do this, simply click on 'Switch Stores' and choose the appropriate location for your needs.","Falls Sie sich in der Nähe mehrerer Stores/Standorte befinden, haben Sie die Möglichkeit, zwischen diesen zu wechseln. Klicken Sie dazu einfach auf „Stores wechseln“ und wählen Sie den für Ihre Bedürfnisse passenden Standort aus.","En caso de que se encuentre cerca de varias tiendas o sitios, tiene la opción de cambiar entre ellos. Para ello, solo tiene que hacer clic en ""Cambiar tiendas"" y elegir la ubicación adecuada para sus necesidades.","En caso de que se encuentre cerca de varios sitios o tiendas, tiene la opción de alternar entre ellos. Para ello, simplemente haga clic en “Cambiar tiendas” y elija la ubicación adecuada para sus necesidades.","Si vous vous trouvez à proximité de plusieurs magasins ou sites, vous avez la possibilité de passer d’un à l’autre. Pour ce faire, cliquez simplement sur « Changer de magasin » et choisissez l’emplacement approprié pour vos besoins.","Si vous vous trouvez à proximité de plusieurs magasins/sites, vous avez la possibilité de passer de l'un à l'autre. Pour ce faire, il vous suffit de cliquer sur « Changer de magasin » et de choisir l'emplacement qui correspond le mieux à vos besoins.","Jei lankotės keliose parduotuvėse ar vietovėse, galite jas perjungti. Norėdami tai padaryti, spustelėkite „Keisti parduotuves“ ir pasirinkite jūsų poreikius labiausiai atitinkančią vietą.","Als u zich in de buurt van meerdere winkels/locaties bevindt, kunt u tussen deze winkels/locaties schakelen. Klik hiervoor op 'Locaties wisselen' en kies de gewenste locatie.","Jeśli znajdujesz się w pobliżu wielu stacji/lokalizacji, masz możliwość przełączania się między nimi. Aby to zrobić, po prostu kliknij „Zmień stację” i wybierz odpowiednią lokalizację.","Caso você esteja próximo a várias lojas ou unidades, você tem a opção de alternar entre elas. Para isso, basta clicar em Trocar de loja e selecionar a localização adequada conforme sua necessidade."
timeclock.help.title.break,Break Start/End,Break Start/End,Beginn/Ende der Pause,Inicio/fin de pausa,Inicio/fin del descanso,Début/fin des pauses,Début/fin de pause,Pertraukos pradžia – pabaiga,Begin/einde pauze,Początek/koniec przerwy,Início/Término da pausa
timeclock.help.title.incorrect_punch,Incorrect Punch,Incorrect Punch,Falsche Erfassung,Registro de horas incorrecto,Registro de horas incorrecto,Pointage incorrect,Pointage incorrect,Neteisingas žymėjimas,Onjuiste pons,Nieprawidłowe odbicie,Marcação de ponto incorreta
timeclock.help.title.meal,Meal Start/End,Meal Start/End,Beginn/Ende der Essenspause,Inicio/fin de comida,Inicio/fin de la comida,Début et fin des repas,Début/fin de repas,Pietų pradžia – pabaiga,Begin/einde maaltijd,Początek/koniec posiłku,Início/Término da refeição
timeclock.help.title.missing_incorrect_punches,Missed/Incorrect Punches,Missed/Incorrect Punches,Versäumte/fehlerhafte Zeiterfassungen,Registros de horas no realizados/incorrectos,Entradas faltantes/incorrectas,Pointages manquants ou incorrects,Pointages manqués/incorrects,Praleisti arba neteisingi įrašai,Gemiste/onjuiste ponstijden,Nieprawidłowe/brakujące odbicia,Marcações de ponto perdidos/incorretos
timeclock.help.title.missing_punches,Missing Punches,Missing Punches,Fehlende Stempel,Registros de horas que faltan,Entradas perdidas,Pointages manquants,Pointages manqués,Trūkstami žymėjimai,Ontbrekende ponsen,Brakujące odbicia,Pontos perdidos
timeclock.help.title.starting_break_periods,Starting Break Periods,Starting Break Periods,Pausenzeiträume beginnen,Inicio de periodos de pausa,Iniciando períodos de descanso,Début des périodes de pause,Début des périodes de pause,Pertraukos pradėjimo laikotarpiai,Pauzeperioden worden gestart,Rozpoczynanie okresów przerw,Iniciando períodos de intervalo
timeclock.help.title.troubleshooting,Troubleshooting Tips,Troubleshooting Tips,Tipps zur Fehlerbehebung,Sugerencias para la solución de problemas,Sugerencias para la solución de problemas,Conseils de dépannage,Conseils de dépannage,Trikčių šalinimo patarimai,Tips voor probleemoplossing,Wskazówki dot. rozwiązywania problemów,Dicas de resolução de problemas
timeclock.help.troubleshooting_tips,"If you are not able to see the slider options, try refreshing the Timeclock page by hitting the 'Refresh' Icon or 'Scroll Up' on the page to see the Buttons.","If you are not able to see the slider options, try refreshing the Timeclock page by hitting the 'Refresh' Icon or 'Scroll Up' on the page to see the Buttons.","Falls Sie die Schieberegler-Optionen nicht sehen können, versuchen Sie, die Zeiterfassungsseite zu aktualisieren, indem Sie das Symbol „Aktualisieren“ anklicken oder auf der Seite nach oben scrollen, um die Schaltflächen anzuzeigen.","Si no puede ver las opciones del control deslizante, intente actualizar la página de TimeClock pulsando los iconos ""Actualizar"" o ""Desplazar hacia arriba"" en la página para ver los botones.","Si no puede ver las opciones del control deslizante, intente actualizar la página del reloj de tiempo, presione el ícono “Actualizar”, o bien “deslice hacia arriba” la página para ver los botones.","Si vous ne pouvez pas voir les options de curseurs, essayez d’actualiser la page de l’horodateur en cliquant sur l’icône « Actualiser » ou faites défiler la page vers le haut pour voir les boutons.","Si les options du curseur ne s'affichent pas, essayez d'actualiser la page Pointeuse en appuyant sur l'icône « Actualiser » ou sur « Défilement haut » sur la page pour afficher les boutons.","Jei negalite matyti slankiklio parinkčių, pabandykite atnaujinti laikrodžio puslapį spustelėdami piktogramą „Atnaujinti“ arba „Slinkti aukštyn“ puslapyje, kad matytumėte mygtukus.","Als u de schuifregelaaropties niet kunt zien, kunt u proberen de pagina Tijdklok te vernieuwen door op het pictogram 'Vernieuwen' of 'Omhoog schuiven' op de pagina te klikken om de knoppen te zien.","Jeśli nie widzisz opcji suwaka, odśwież stronę rejestratora czasu pracy, naciskając ikonę „Odśwież” lub „Przewiń do góry” na stronie, aby wyświetlić przyciski.","Se você não conseguir ver as opções de controle deslizante, tente atualizar a página do Relógio de ponto tocando no ícone Atualizar ou deslizando a página para cima para exibir os botões."
timeclock.help.view_punchcard,"To track and analyze your worked hours, view the total shift time and a detailed timeline of punches, including times and warnings. This helps identify work patterns and promptly address discrepancies. Tap the More (3-dots) icon in the top right corner and then tap View Punchcard, once you have successfully Clocked in.","To track and analyse your worked hours, view the total shift time and a detailed timeline of punches, including times and warnings. This helps identify work patterns and promptly address discrepancies. Tap the More (3-dots) icon in the top right corner and then tap View Punchcard, once you have successfully Clocked in.","Um Ihre Arbeitsstunden zu verfolgen und zu analysieren, sehen Sie die gesamte Schichtzeit sowie eine detaillierte Zeitleiste der Zeiterfassungen, inklusive Zeiten und Warnungen. So können Arbeitsmuster identifiziert und Abweichungen umgehend aufgezeigt werden. Tippen Sie auf das Symbol „Mehr“ (3 Punkte) in der oberen rechten Ecke und anschließend auf „Stempelkarte ansehen“, sobald Sie erfolgreich eingestempelt sind.","Para realizar un seguimiento de las horas trabajadas y analizarlas, consulte el tiempo total del turno y una cronología detallada de los registros de horas, incluidos las horas y las advertencias. Esta opción ayuda a identificar patrones de trabajo y a abordar rápidamente las discrepancias. Toque el icono Más (3 puntos) de la esquina superior derecha y, luego, ""Ver tarjeta de registro de horas"", una vez que haya registrado la entrada correctamente.","Para hacer un seguimiento y analizar sus horas trabajadas, consulte la duración total del turno y una cronología detallada de las tareas, incluidas las horas y las advertencias. Esto ayuda a identificar los patrones de trabajo y a abordar rápidamente las discrepancias. Toque el ícono “Más” (3 puntos) en la esquina superior derecha y, a continuación, toque “Ver tarjeta de registro de horas” una vez que haya registrado su hora de entrada correctamente.","Pour effectuer le suivi et l’analyse de vos heures travaillées, consultez le temps total de vos quarts de travail et une chronologie détaillée de vos pointages, y compris les heures et les avertissements. Cela aide à identifier les tendances au travail et à corriger rapidement les écarts. Appuyez sur l’icône Plus (3 points) dans le coin supérieur droit, puis appuyez sur « Afficher la carte de pointage », une fois que vous avez pointé votre arrivée.","Pour effectuer le suivi de vos heures de travail et les analyser, vous pouvez afficher la durée totale de vos roulements et un calendrier détaillé de vos pointages, incluant heures et avertissements. Cela permet d'identifier des schémas de travail et de corriger rapidement toute incohérence. Appuyez sur l'icône Plus (3 points) en haut à droite, puis appuyez sur « Afficher la carte de pointage » une fois que vous avez pointé votre début de service.","Norėdami stebėti ir analizuoti savo dirbtas valandas, peržiūrėkite bendrą pamainos laiką ir įrašų laiko juostą, įskaitant laikus ir įspėjimus. Tai padeda nustatyti darbo laiko modelius ir greitai ištaisyti neatitikimus. Viršutiniame dešiniajame kampe palieskite piktogramą „Daugiau“ (3 taškai) ir, sėkmingai įsiregistravę, palieskite „Peržiūrėti perforacinę kortelę“.","Bekijk de totale diensttijd en een gedetailleerde tijdlijn van ponstijden, inclusief tijden en waarschuwingen, om uw gewerkte uren te volgen en te analyseren. Hiermee kunt u werkpatronen  identificeren en afwijkingen snel oplossen. Tik op het pictogram Meer (3 puntjes) in de rechterbovenhoek en tik vervolgens op 'Ponskaart weergeven' nadat u hebt ingeklokt.","Aby śledzić i analizować przepracowane godziny, wyświetl łączny czas zmiany i szczegółową oś czasu odbić, w tym godziny i ostrzeżenia. Pomaga to zidentyfikować wzorce pracy i szybko rozwiązać rozbieżności. Po pomyślnym rozpoczęciu pracy stuknij ikonę Więcej (3 kropki) w prawym górnym rogu, a następnie stuknij opcję „Wyświetl kartę odbić”.","Para acompanhar e analisar suas horas trabalhadas, visualize o tempo total do turno e uma linha do tempo detalhada com os registros de ponto, incluindo horários e alertas. Isso ajuda a identificar padrões de trabalho e corrigir rapidamente quaisquer discrepâncias. Toque no ícone Mais (3 pontos) no canto superior direito e, em seguida, toque em Visualizar cartão de ponto após registrar a entrada com sucesso."
timeclock.hint.reason,Resolution reason,Resolution reason,Grund für Auflösung,Motivo de resolución,Motivo de resolución,Raison de la résolution,Motif de la résolution,Sprendimo priežastis,Reden voor oplossing,Powód rozwiązania,Motivo da resolução
timeclock.job_transfer.label.activity_code,Select Job Transfer | Activity code,Select Job Transfer | Activity code,Jobtransfer auswählen | Aktivitätscode,Seleccione Transferencia de tarea | Código de actividad,Seleccione Transferencia de trabajo | Código de actividad,Sélectionner le transfert de tâche | Code d’activité,Sélectionnez un transfert de tâche | Code d'activité,Pasirinkti darbo perdavimą | veiklos kodą,Selecteer taakoverdracht | Activiteitscode,Wybierz przekazanie stanowiska | Kod aktywności,Selecione Transferência de trabalho | Código de atividade
timeclock.job_transfer.label.department,Select Job Transfer | Department,Select Job Transfer | Department,Jobtransfer auswählen | Abteilung,Seleccione Transferencia de tarea | Departamento,Seleccione Transferencia de trabajo | Departamento,Sélectionner le transfert de tâche | Service,Sélectionnez un transfert de tâche | Service,Pasirinkti darbo perdavimą | skyrių,Selecteer taakoverdracht | Afdeling,Wybierz przekazanie stanowiska | Dział,Selecione Transferência de trabalho | Departamento
timeclock.label.add_activity_code,Add Activity Code,Add Activity Code,Aktivitätscode hinzufügen,Añadir código de actividad,Agregar código de actividad,Ajouter un code d’activité,Ajouter un code d'activité,Pridėti veiklos kodą,Voeg activiteitscode toe,Dodaj kod aktywności,Adicionar código de atividade
timeclock.label.add_department,Select Department,Select Department,Abteilung auswählen,Seleccionar departamento,Seleccionar departamento,Sélectionner le service,Sélectionner un service,Pasirinkti skyrių,Selecteer Afdeling,Wybierz dział,Selecionar departamento
timeclock.label.all_set,You're all set!,You're all set!,Es kann losgehen!,¡Todo listo!,Ya está todo listo.,Tout est prêt!,Vous êtes prêt !,Viskas nustatyta!,U bent klaar!,Wszystko gotowe!,Tudo pronto!
timeclock.label.badge_id,Supervisor ID,Supervisor ID,Supervisor-ID,ID de supervisor,ID del supervisor,Identifiant du superviseur,ID superviseur,Prižiūrėtojo ID,Supervisor-ID,Identyfikator osoby nadzorującej,ID do supervisor
timeclock.label.break,Break,Break,Untbr,Pausa,Descanso,Pause,Pause,Pertrauka,Pauze,Przerwa,Intervalo
timeclock.label.break_end,Break End,Break End,Pausenende,Fin de pausa,Fin del descanso,Fin de la pause,Fin de pause,Pertraukos pabaiga,Einde pauze,Zakończenie przerwy,Fim do intervalo
timeclock.label.break_start,Break Start,Break Start,Pausenstart,Inicio de pausa,Inicio del descanso,Début de la pause,Début de pause,Pertraukos pradžia,Start pauze,Rozpoczęcie przerwy,Início do intervalo
timeclock.label.clear,CLEAR,CLEAR,LÖSCHEN,BORRAR,BORRAR,EFFACER,EFFACER,IŠVALYTI,WISSEN,WYCZYŚĆ,APAGAR
timeclock.label.clock_in,Clock in,Clock in,Einstempeln,Registro de horas de entrada,Marcar entrada,Pointer votre arrivée,Pointage d'arrivée,Pasižymėti atvykus į darbą,Inklokken,Rozpoczęcie pracy,Registrar hora de entrada
timeclock.label.clock_out,Clock out,Clock out,Ausstempeln,Registro de horas de salida,Marcar salida,Pointer votre départ,Pointage de sortie,Pažymėti išėjimą iš darbo,Uitklokken,Zakończenie pracy,Registrar hora de saída
timeclock.label.clocked_out,Clocked Out,Clocked Out,Ausgestempelt,Registro de horas de salida,Salida marcada,Vous avez pointé votre départ,Pointage de sortie enregistré,Pažymėtas išvykimas iš darbo,Uitgeklokt,Po pracy,Hora de saída registrada
timeclock.label.end_break,End break,End break,Pause beenden,Finalizar pausa,Finalizar descanso,Fin de la pause,Fin de pause,Baigti pertrauką,Pauze beëindigen,Zakończ przerwę,Finalizar intervalo
timeclock.label.end_meal,End meal,End meal,Ende der Mahlzeit,Finalizar comida,Finalizar comida,Fin du repas,Finir le repas,Baigti pietus,Maaltijd beëindigen,Zakończ posiłek,Finalizar refeição
timeclock.label.enter_override,Enter Override,Enter Override,Überschreiben eingeben,Introducir anulación,Ingresar anulación,Entrer un remplacement,Entrer le remplacement,Įvesti panaikinimą,Overschrijving invoeren,Wprowadź nadpisanie,Inserir substituição
timeclock.label.exit_override,Exit,Exit,Verlassen,Salir,Salir,Quitter,Sortie,Išeiti,Afsluiten,Wyjdź,Sair
timeclock.label.job_transfer,Job Transfer,Job Transfer,Jobtransfer,Transferencia de tarea,Transferencia de trabajo,Mutation de poste,Transfert de tâche,Darbo perdavimas,Taakoverdracht,Przekazanie stanowiska,Transferência de trabalho
timeclock.label.meal,Meal,Meal,Mahlzeit,Comida,Comida,Repas,Repas,Pietūs,Maaltijd,Posiłek,Refeição
timeclock.label.meal_end,Meal End,Meal End,Mahlzeitende,Fin de comida,Fin de la comida,Fin du repas,Fin du repas,Pietų pabaiga,Einde maaltijd,Zakończenie posiłku,Fim da refeição
timeclock.label.meal_start,Meal Start,Meal Start,Mahlzeitbeginn,Inicio de comida,Inicio de la comida,Début du repas,Début du repas,Pietų pradžia,Start maaltijd,Rozpoczęcie posiłku,Início da refeição
timeclock.label.more_options,More Options,More Options,Weitere Optionen,Más opciones,Más opciones,Plus d’options,Autres options,Daugiau parinkčių,Meer opties,Więcej opcji,Mais Opções
timeclock.label.overridden,Overridden,Overridden,Überschrieben,Anulado,Anulado,Outrepassé,Remplacé,Nepaisyta,Overschreven,Nadpisane,Substituído
timeclock.label.password,Password,Password,Kennwort,Contraseña,Contraseña,Mot de passe,Mot de passe,Slaptažodis,Wachtwoord,Hasło,Senha
timeclock.label.punch_overriden,Punch overridden,Punch overridden,Stempel überschrieben,Registro de horas anulado,Registro de hora anulado,Pointage remplacé,Pointage remplacé,Žymėjimas panaikintas,Pons overschreven,Odbicie nadpisane,Ponto substituído
timeclock.label.reason,Reason,Reason,Begründung,Motivo,Motivo,Motif,Motif,Priežastis,Reden,Powód,Motivo
timeclock.label.refresh,Refresh,Refresh,Aktualisieren,Actualizar,Actualizar,Actualiser,Actualiser,Atnaujinti,Vernieuwen,Odśwież,Atualizar
timeclock.label.select_punch_type,Select a punch type,Select a punch type,Wählen Sie einen Stempeltyp aus,Seleccione un tipo de registro de horas,Seleccionar un tipo de registro de horas,Sélectionnez un type de pointage,Sélectionner un type de pointage,Pasirinkti žymėjimo tipą,Selecteer een ponstype,Wybierz typ odbicia,Selecione um tipo de marcação de ponto
timeclock.label.shift_end,Shift End,Shift End,Schichtende,Fin de turno,Fin del turno,Fin du quart de travail,Fin du roulement,Pamainos pabaiga,Einde dienst,Zakończenie zmiany,Fim do turno
timeclock.label.shift_logged,Shift logged from {0} to {1},Shift logged from {0} to {1},Schicht erfasst von {0} bis {1},Turno registrado de {0} a {1},Turno registrado de {0} a {1},Quart de travail enregistré de {0} à {1},Roulement enregistré de {0} à {1},Užregistruota pamaina nuo {0} iki {1},Dienst geregistreerd van {0} tot {1},Zarejestrowano zmianę od {0} do {1},Turno registrado de {0} até {1}
timeclock.label.shift_start,Shift Start,Shift Start,Schichtbeginn,Inicio de turno,Comienzo del turno,Début du quart de travail,Début du roulement,Pamainos pradžia,Start dienst,Rozpoczęcie zmiany,Início do turno
timeclock.label.shift_start_at,Shift Start: {0},Shift Start: {0},Schichtbeginn: {0},Inicio de turno: {0},Comienzo del turno: {0},Début du quart de travail {0},Début du roulement : {0},Pamainos pradžia: {0},Start dienst: {0},Rozpoczęcie zmiany: {0},Início do turno: {0}
timeclock.label.start_job_transfer,Start Job Transfer,Start Job Transfer,Jobtransfer starten,Iniciar transferencia de tarea,Iniciar transferencia de trabajo,Démarrer la mutation de poste,Démarrer le transfert de tâche,Pradėti darbo perdavimą,Taakoverdracht starten,Rozpocznij przekazanie stanowiska,Iniciar transferência de trabalho
timeclock.label.submit_override,Submit,Submit,Senden,Enviar,Enviar,Soumettre,Soumettre,Pateikti,Indienen,Wyślij,Enviar
timeclock.label.switch_store,Switch store,Switch store,Store wechseln,Cambiar tienda,Cambiar tienda,Changer de magasin,Changer de magasin,Keisti parduotuvę,Locatie wisselen,Zmień stację,Alternar loja
timeclock.label.take_break,Take break,Take break,Pause einlegen,Ir a pausa,Tómese un descanso,Prendre une pause,Faites une pause,Daryti pertrauką,Pauze nemen,Zrób przerwę,Fazer intervalo
timeclock.label.take_meal,Take meal,Take meal,Essen,Ir a comida,Vaya a comer,Prendre un repas,Prendre le repas,Pietauti,Maaltijd nemen,Idź na posiłek,Fazer refeição
timeclock.label.time.abrv,{0}h {1}m,{0}h {1}m,{0} h {1} m,{0} h {1} min,{0} h {1} m,{0} h {1} m,{0} h {1} min,{0}val. {1}min.,{0} u {1} m,{0} godz. {1} min,{0}h {1}m
timeclock.label.time_elapsed,Total time elapsed:,Total time elapsed:,Gesamtzeit vergangen:,Tiempo total transcurrido:,Tiempo total transcurrido:,Temps total écoulé :,Temps total écoulé :,Bendras praėjęs laikas:,Totale verstreken tijd:,"Łączny czas, który upłynął:",Tempo total decorrido:
timeclock.label.time_overun,Break overrun by:,Break overrun by:,Pause überschrieben von:,Pausa sobrepasada por:,Descanso anulado por:,Pause dépassée de :,Pause dépassée de :,Pertrauka viršyta:,Pauze overschreden met:,Przerwa przekroczona o:,Intervalo excedido por:
timeclock.label.time_remaining,Time remaining:,Time remaining:,Verbleibende Zeit:,Tiempo restante:,Tiempo restante:,Temps restant :,Temps restant :,Likęs laikas:,Resterende tijd:,Pozostało czasu:,Tempo restante:
timeclock.label.today,Today,Today,Heute,Hoy,Hoy,Aujourd’hui,Aujourd'hui,Šiandiena,Vandaag,Dziś,Hoje
timeclock.label.tomorrow,Tomorrow,Tomorrow,Morgen,Mañana,Mañana,Demain,Demain,Rytoj,Morgen,Jutro,Amanhã
timeclock.location.error,We noticed you are not at your work location. You will be able to clock in once you arrive.,We noticed you are not at your work location. You will be able to clock in once you arrive.,"Wir haben bemerkt, dass Sie sich nicht an Ihrem Arbeitsort befinden. Sie können sich anmelden, sobald Sie ankommen.",Hemos observado que no se encuentra en su lugar de trabajo. Podrá registrar la hora de entrada una vez que llegue.,Hemos observado que no se encuentra en su lugar de trabajo. Podrá registrar su entrada una vez que llegue.,Nous avons remarqué que vous n’êtes pas à votre lieu de travail. Vous pourrez pointer une fois arrivé.,Nous avons remarqué que vous n'êtes pas sur votre lieu de travail. Vous pourrez pointer à votre arrivée.,"Pastebėjome, kad jūsų nėra darbo vietoje. Galėsite pasižymėti atvykę.",We hebben gemerkt dat u niet op uw werklocatie bent. U kunt inklokken zodra u aankomt.,"Zauważyliśmy, że nie jesteś w miejscu pracy. Rozpoczęcie pracy będzie możliwe po przybyciu na miejsce.",Percebemos que você não está em seu local de trabalho. Você poderá registrar a hora de entrada assim que chegar.
timeclock.location.header,Location,Location,Position,Ubicación,Ubicación,Emplacement,Emplacement,Vieta,Locatie,Lokalizacja,Localização
timeclock.location.latitude,Latitude,Latitude,Breitengrad,Latitud,Latitud,Latitude,Latitude,Platuma,Breedtegraad,Szerokość geograficzna,Latitude
timeclock.location.longitude,Longitude,Longitude,Längengrad,Longitud,Longitud,Longitude,Longitude,Ilguma,Lengtegraad,Długość geograficzna,Longitude
